"protein","clstr","name"
"WP_103631665.1",20151,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_053494962.1",20152,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021481510.1",20153,"MULTISPECIES DUF2564 FAMILY PROTEIN BACTERIA"
"WP_142957998.1",20154,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015984157.1",20155,"MULTISPECIES PHAGE COAT PROTEIN BACTERIA"
"WP_003692166.1",20156,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016807439.1",20157,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142434955.1",20158,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_144481082.1",20159,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_114105352.1",20160,"MULTISPECIES FLAGELLAR MOTOR SWITCH PROTEIN FLIN BACTERIA"
"WP_131731887.1",20161,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_035481958.1",20162,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_099085126.1",20163,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_093357091.1",20164,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015969408.1",20165,"MULTISPECIES DOUBLESTRANDED DNA BINDING PROTEIN BACTERIA"
"WP_131622818.1",20166,"MULTISPECIES DUF2171 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002467527.1",20167,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_096772853.1",20168,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214709040.1",20169,"MULTISPECIES OSMC FAMILY PROTEIN BACTERIA"
"WP_008652653.1",20170,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_211666546.1",20171,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_015968702.1",20172,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_096143494.1",20173,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214704796.1",20174,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_069314655.1",20175,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_091254930.1",20176,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM PHDYEFM FAMILY ANTITOXIN BACTERIA"
"WP_021837437.1",20177,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_009260189.1",20178,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725269.1",20179,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_125668773.1",20180,"MULTISPECIES BARSTAR FAMILY PROTEIN BACTERIA"
"WP_076634727.1",20181,"MULTISPECIES BRCT DOMAINCONTAINING PROTEIN BACTERIA"
"WP_052528783.1",20182,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214710047.1",20183,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_156975134.1",20184,"MULTISPECIES TRANSLATION INITIATION FACTOR IF1 BACTERIA"
"WP_117508557.1",20185,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_076032886.1",20186,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001748276.1",20187,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142428026.1",20188,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_012178289.1",20189,"MULTISPECIES PHOSPHOPANTETHEINEBINDING PROTEIN BACTERIA"
"WP_214724388.1",20190,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_022461108.1",20191,"MULTISPECIES PQQD FAMILY PROTEIN BACTERIA"
"WP_000789461.1",20192,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_124724886.1",20193,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003214552.1",20194,"MULTISPECIES FLAGELLAR BIOSYNTHESIS PROTEIN FLIQ BACTERIA"
"WP_163871788.1",20195,"MULTISPECIES YTXH DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214706250.1",20196,"MULTISPECIES FLAGELLAR BIOSYNTHESIS ANTISIGMA FACTOR FLGM BACTERIA"
"WP_004152102.1",20197,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_026095789.1",20198,"MULTISPECIES DUF6457 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_012274344.1",20199,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_027614258.1",20200,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000661051.1",20201,"MULTISPECIES PHAGE TAIL ASSEMBLY PROTEIN BACTERIA"
"WP_000660063.1",20202,"MULTISPECIES ATPZATPI FAMILY PROTEIN BACTERIA"
"WP_061130332.1",20203,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142667686.1",20204,"MULTISPECIES HOST CELL DIVISION INHIBITOR ICDLIKE PROTEIN BACTERIA"
"WP_204282348.1",20205,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015991770.1",20206,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001086090.1",20207,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_144479717.1",20208,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016628873.1",20209,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142971901.1",20210,"MULTISPECIES ANTITOXIN BACTERIA"
"WP_017354922.1",20211,"MULTISPECIES 30S RIBOSOMAL PROTEIN S20 BACTERIA"
"WP_198551831.1",20212,"MULTISPECIES FHIPEP FAMILY TYPE III SECRETION PROTEIN PARTIAL BACTERIA"
"WP_023280901.1",20213,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_134866886.1",20214,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142427393.1",20215,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725965.1",20216,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002387628.1",20217,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_079839079.1",20218,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_102811955.1",20219,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002313303.1",20220,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_192840359.1",20221,"MULTISPECIES NUDIX DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_217429989.1",20222,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_002519342.1",20223,"MULTISPECIES ARGININE REPRESSOR ARGR BACTERIA"
"WP_000512956.1",20224,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_070452612.1",20225,"MULTISPECIES PEPTIDE CHAIN RELEASE FACTOR 1 BACTERIA"
"WP_011669062.1",20226,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_054287357.1",20227,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_034023588.1",20228,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_048293777.1",20229,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214705074.1",20230,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_066291349.1",20231,"MULTISPECIES DUF3055 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_069329300.1",20232,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_006681000.1",20233,"MULTISPECIES DNADIRECTED RNA POLYMERASE SUBUNIT OMEGA BACTERIA"
"WP_019965780.1",20234,"MULTISPECIES FLAGELLAR MOTOR SWITCH PROTEIN FLIN BACTERIA"
"WP_206117424.1",20235,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_003133815.1",20236,"MULTISPECIES METALSENSITIVE TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_000483547.1",20237,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000678764.1",20238,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002307629.1",20239,"MULTISPECIES YFHO FAMILY PROTEIN BACTERIA"
"WP_021264346.1",20240,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002369771.1",20241,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELBDINJ FAMILY ANTITOXIN BACTERIA"
"WP_129984619.1",20242,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_111312103.1",20243,"MULTISPECIES DUF1272 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142658298.1",20244,"MULTISPECIES DUF1016 NTERMINAL DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_066290889.1",20245,"MULTISPECIES PARVOVIRUS COAT PROTEIN VP1LIKE PROTEIN BACTERIA"
"WP_127353045.1",20246,"MULTISPECIES DUF47 FAMILY PROTEIN PARTIAL BACTERIA"
"WP_044979909.1",20247,"MULTISPECIES BRNA ANTITOXIN FAMILY PROTEIN BACTERIA"
"WP_135172307.1",20248,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_012844126.1",20249,"MULTISPECIES CRISPRASSOCIATED ENDONUCLEASE CAS2 BACTERIA"
"WP_021428445.1",20250,"MULTISPECIES CYSTEINERICH SMALL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_162599443.1",20251,"MULTISPECIES ALCOHOL DEHYDROGENASE CATALYTIC DOMAINCONTAINING PROTEIN PARTIAL BACTERIA"
"WP_214704652.1",20252,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_202762159.1",20253,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001173705.1",20254,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_131620842.1",20255,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001024536.1",20256,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001278165.1",20257,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000046704.1",20258,"MULTISPECIES CELL DIVISION PROTEIN ZAPA BACTERIA"
"WP_004295438.1",20259,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_213032423.1",20260,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_142954605.1",20261,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_023088595.1",20262,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_094939614.1",20263,"MULTISPECIES DUF6171 FAMILY PROTEIN BACTERIA"
"WP_001985685.1",20264,"MULTISPECIES ABRBMAZESPOVT FAMILY DNABINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_004187367.1",20265,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_204332884.1",20266,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_016212534.1",20267,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_064236248.1",20268,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214729015.1",20269,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142423245.1",20270,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_168354136.1",20271,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016510872.1",20272,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_064095437.1",20273,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_193566358.1",20274,"MULTISPECIES RIBBONHELIXHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_012726390.1",20275,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_097370541.1",20276,"MULTISPECIES SIGNAL PEPTIDASE II PARTIAL BACTERIA"
"WP_029881319.1",20277,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_005812757.1",20278,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_042938619.1",20279,"MULTISPECIES CARBOHYDRATE PORIN BACTERIA"
"WP_214278408.1",20280,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_009376448.1",20281,"MULTISPECIES DUF3263 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_001149160.1",20282,"MULTISPECIES ALPA FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_024632021.1",20283,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725227.1",20284,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_020825741.1",20285,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_108463039.1",20286,"MULTISPECIES FLAGELLAR BIOSYNTHESIS PROTEIN FLIQ BACTERIA"
"WP_014653259.1",20287,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003842492.1",20288,"MULTISPECIES PUCR FAMILY TRANSCRIPTIONAL REGULATOR LIGANDBINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_118368340.1",20289,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_031421520.1",20290,"MULTISPECIES UPF0223 FAMILY PROTEIN BACTERIA"
"WP_040976242.1",20291,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_103632929.1",20292,"MULTISPECIES HPR FAMILY PHOSPHOCARRIER PROTEIN BACTERIA"
"WP_060754513.1",20293,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_021526956.1",20294,"MULTISPECIES AILLOM FAMILY OUTER MEMBRANE BETABARREL PROTEIN PARTIAL BACTERIA"
"WP_221889599.1",20295,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_017474987.1",20296,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_016885193.1",20297,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_030529812.1",20298,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706811.1",20299,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_010890140.1",20300,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_044553943.1",20301,"MULTISPECIES DUF1471 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_131622319.1",20302,"MULTISPECIES GLSBYEAQYMGE FAMILY STRESS RESPONSE MEMBRANE PROTEIN BACTERIA"
"WP_162853417.1",20303,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_163874202.1",20304,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_153474029.1",20305,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142482148.1",20306,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016885871.1",20307,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_006680713.1",20308,"MULTISPECIES DUF3073 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_011835826.1",20309,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_121449783.1",20310,"MULTISPECIES METALSENSING TRANSCRIPTIONAL REPRESSOR BACTERIA"
"WP_025388373.1",20311,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_029880815.1",20312,"MULTISPECIES DUF3343 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_130083442.1",20313,"MULTISPECIES 30S RIBOSOMAL PROTEIN S20 BACTERIA"
"WP_047795807.1",20314,"MULTISPECIES DUF5963 FAMILY PROTEIN BACTERIA"
"WP_138194758.1",20315,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000085833.1",20316,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_103632848.1",20317,"MULTISPECIES CELL DIVISION PROTEIN CRGA BACTERIA"
"WP_070509291.1",20318,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_009064822.1",20319,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_089597835.1",20320,"MULTISPECIES PROTEIN L BACTERIA"
"WP_010746216.1",20321,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_241679015.1",20322,"MULTISPECIES DUF739 FAMILY PROTEIN BACTERIA"
"WP_010339214.1",20323,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214706670.1",20324,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_131626207.1",20325,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142430175.1",20326,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142447329.1",20327,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_144475228.1",20328,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_209304794.1",20329,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007070517.1",20330,"MULTISPECIES SEMISWEET FAMILY TRANSPORTER BACTERIA"
"WP_129447658.1",20331,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024631858.1",20332,"MULTISPECIES YKGJ FAMILY CYSTEINE CLUSTER PROTEIN BACTERIA"
"WP_004868247.1",20333,"MULTISPECIES PEROXIDEACID STRESS RESPONSE PROTEIN YHCN BACTERIA"
"WP_024797140.1",20334,"MULTISPECIES DUF6275 FAMILY PROTEIN BACTERIA"
"WP_005415286.1",20335,"MULTISPECIES CELL DIVISION PROTEIN FTSL BACTERIA"
"WP_013023778.1",20336,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_011296181.1",20337,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_003104989.1",20338,"MULTISPECIES YEAC FAMILY PROTEIN BACTERIA"
"WP_071977827.1",20339,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELEPARE FAMILY TOXIN BACTERIA"
"WP_116267006.1",20340,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_074585939.1",20341,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_130096115.1",20342,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015983604.1",20343,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001630878.1",20344,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002213663.1",20345,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002575859.1",20346,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007390203.1",20347,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024633550.1",20348,"MULTISPECIES DUF1294 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_000803998.1",20349,"MULTISPECIES TYPE B 50S RIBOSOMAL PROTEIN L31 BACTERIA"
"WP_054287334.1",20350,"MULTISPECIES RIBBONHELIXHELIX PROTEIN COPG FAMILY BACTERIA"
"WP_086291401.1",20351,"MULTISPECIES TOXINANTITOXIN SYSTEM ANTITOXIN COMPONENT ABRB FAMILY PROTEIN BACTERIA"
"WP_000550902.1",20352,"MULTISPECIES RNA CHAPERONE HFQ BACTERIA"
"WP_152311309.1",20353,"MULTISPECIES COCENOND FAMILY HYDROLASE PARTIAL BACTERIA"
"WP_148395859.1",20354,"MULTISPECIES YABPYQFC FAMILY SPORULATION PROTEIN BACTERIA"
"WP_048943120.1",20355,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_004118208.1",20356,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_142423571.1",20357,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725542.1",20358,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000145199.1",20359,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_033693653.1",20360,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001038407.1",20361,"MULTISPECIES COLICIN IMMUNITY DOMAINCONTAINING PROTEIN BACTERIA"
"WP_004387583.1",20362,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_131621418.1",20363,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214728343.1",20364,"MULTISPECIES CD3324 FAMILY PROTEIN BACTERIA"
"WP_151877691.1",20365,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214727954.1",20366,"MULTISPECIES YTZC FAMILY PROTEIN BACTERIA"
"WP_000557944.1",20367,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM PREVENTHOSTDEATH FAMILY ANTITOXIN BACTERIA"
"WP_081134844.1",20368,"MULTISPECIES PBSX FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_142961734.1",20369,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_023083581.1",20370,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_131623940.1",20371,"MULTISPECIES 50S RIBOSOMAL PROTEIN L29 BACTERIA"
"WP_021511235.1",20372,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214727331.1",20373,"MULTISPECIES DUF6123 FAMILY PROTEIN BACTERIA"
"WP_061054182.1",20374,"MULTISPECIES HELIXTURNHELIX TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_016054134.1",20375,"MULTISPECIES DUF4031 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_000746438.1",20376,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_050967091.1",20377,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002820020.1",20378,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214725600.1",20379,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001205732.1",20380,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214726068.1",20381,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_024631414.1",20382,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_219113381.1",20383,"MULTISPECIES ATP SYNTHASE F1 SUBUNIT EPSILON PARTIAL BACTERIA"
"WP_042631216.1",20384,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_020043354.1",20385,"MULTISPECIES PYOCIN ACTIVATOR PRTN FAMILY PROTEIN BACTERIA"
"WP_044781262.1",20386,"MULTISPECIES FUSC FAMILY PROTEIN PARTIAL BACTERIA"
"WP_002410610.1",20387,"MULTISPECIES XRE FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_118697306.1",20388,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_200850463.1",20389,"MULTISPECIES PEPTIDEMETHIONINE SSOXIDE REDUCTASE PARTIAL BACTERIA"
"WP_097434547.1",20390,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007154785.1",20391,"MULTISPECIES DUF4212 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_006681010.1",20392,"MULTISPECIES PHOSPHORIBOSYLATP DIPHOSPHATASE BACTERIA"
"WP_012726597.1",20393,"MULTISPECIES DUF2626 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_024633000.1",20394,"MULTISPECIES YNEF FAMILY PROTEIN BACTERIA"
"WP_026585597.1",20395,"MULTISPECIES DUF370 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_015729220.1",20396,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_167833712.1",20397,"MULTISPECIES METALSENSITIVE TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_130062853.1",20398,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_007180432.1",20399,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016049872.1",20400,"MULTISPECIES DUF2829 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_161196146.1",20401,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_009380456.1",20402,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000348546.1",20403,"MULTISPECIES DUF1441 FAMILY PROTEIN BACTERIA"
"WP_214726387.1",20404,"MULTISPECIES YDEIOMPDASSOCIATED FAMILY PROTEIN BACTERIA"
"WP_072748752.1",20405,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_076841406.1",20406,"MULTISPECIES PAAR DOMAINCONTAINING PROTEIN BACTERIA"
"WP_070503423.1",20407,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_016929449.1",20408,"MULTISPECIES SECINDEPENDENT PROTEIN TRANSLOCASE SUBUNIT TATA BACTERIA"
"WP_064148700.1",20409,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_001748109.1",20410,"MULTISPECIES ABRBMAZESPOVT FAMILY DNABINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_197124823.1",20411,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_212766570.1",20412,"MULTISPECIES HYPOTHETICAL PROTEIN PARTIAL BACTERIA"
"WP_002357519.1",20413,"MULTISPECIES EUTNCCML FAMILY MICROCOMPARTMENT PROTEIN BACTERIA"
"WP_144481494.1",20414,"MULTISPECIES PROSIGMAK PROCESSING INHIBITOR BOFA FAMILY PROTEIN BACTERIA"
"WP_070503757.1",20415,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214710134.1",20416,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_011114070.1",20417,"MULTISPECIES TYPE II TOXINANTITOXIN SYSTEM RELBDINJ FAMILY ANTITOXIN BACTERIA"
"WP_214727079.1",20418,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_009306422.1",20419,"MULTISPECIES TWINARGININE TRANSLOCASE TATATATE FAMILY SUBUNIT BACTERIA"
"WP_030092974.1",20420,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_190333687.1",20421,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_000983255.1",20422,"MULTISPECIES ACETOLACTATE SYNTHASE 2 SMALL SUBUNIT BACTERIA"
"WP_101637438.1",20423,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_096766520.1",20424,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002414610.1",20425,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_098597205.1",20426,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015983665.1",20427,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
